id,category,question,context,answer,doc_len
200,Significado de Sigla de Disciplina,Você pode esclarecer o significado de projeto 2 para mim?,,Projeto 2 significa: projeto em computação 2,10
201,Significado de Sigla de Disciplina,O que é TCC,,Tcc é como chamam: trabalho de conclusão de curso,4
202,Significado de Sigla de Disciplina,O que significa tcc?,,Tcc significa: trabalho de conclusão de curso,4
203,Significado de Sigla de Disciplina,O que significa Adm de Sistemas?,,Adm de sistemas é a sigla de: administração de sistemas,6
204,Significado de Sigla de Disciplina,O que significa Sys-Admin?,,Sys-admin significa: administração de sistemas,4
205,Significado de Sigla de Disciplina,Pode me dar a definição de adm de sistemas?,,Adm de sistemas é a sigla de: administração de sistemas,9
206,Significado de Sigla de Disciplina,O que é sys-admin,,Sys-admin significa: administração de sistemas,4
207,Significado de Sigla de Disciplina,O que significa AA1?,,Aa1 é uma forma que dão nome para: algoritmos avançados 1,4
208,Significado de Sigla de Disciplina,Qual disciplina é: aa1?,,Algoritmos avançados 1 é o significado para aa1,4
209,Significado de Sigla de Disciplina,Qual é o significado dessa sigla: aa?,,"Aa pode ser: algoritmos avançados 1, algoritmos avançados 2, algoritmos avançados 3 e algoritmos avançados 4",7
210,Significado de Sigla de Disciplina,O que é AA2,,Aa2 é a abreviação de: algoritmos avançados 2,4
211,Significado de Sigla de Disciplina,Você pode me dizer o que aa2 significa?,,Aa2 é: algoritmos avançados 2,8
212,Significado de Sigla de Disciplina,Você pode me explicar o que AA3 significa,,Aa3 é: algoritmos avançados 3,8
213,Significado de Sigla de Disciplina,O que é aa3,,Algoritmos avançados 3 é o significado para aa3,4
214,Significado de Sigla de Disciplina,Me diga o que é AA4,,Aa4 é uma forma de chamar: algoritmos avançados 4,6
215,Significado de Sigla de Disciplina,Qual é o significado dessa sigla: aa4?,,Aa4 é: algoritmos avançados 4,7
216,Significado de Sigla de Disciplina,Me diga o que é Arquitetura,,Arquitetura é uma forma de chamar: arquitetura de software,6
217,Significado de Sigla de Disciplina,Você pode me dizer o que Arq-Soft significa?,,Arq-soft é como chamam: arquitetura de software,8
218,Significado de Sigla de Disciplina,Pode me dar a definição de arq-soft?,,Arq-soft é uma forma de chamar: arquitetura de software,7
219,Significado de Sigla de Disciplina,Você pode esclarecer o significado de ADSD para mim?,,Adsd significa: avaliação de desempenho de sistemas discretos,9
220,Significado de Sigla de Disciplina,Qual disciplina é: adsd?,,Adsd é a sigla de: avaliação de desempenho de sistemas discretos,4
221,Significado de Sigla de Disciplina,Você pode me explicar o que BD2 significa,,Bd2 é como chamam: banco de dados 2,8
222,Significado de Sigla de Disciplina,Me diga o que é bd2,,Bd2 é como chamam: banco de dados 2,6
223,Significado de Sigla de Disciplina,Você pode esclarecer o significado de CDD para mim?,,Cdd é como chamam: ciência de dados descritiva,9
224,Significado de Sigla de Disciplina,Poderia explicar o que cdd quer dizer?,,Cdd é uma forma de chamar: ciência de dados descritiva,7
225,Significado de Sigla de Disciplina,Qual disciplina é: CDP?,,Cdp é uma forma que dão nome para: ciência de dados preditiva,4
226,Significado de Sigla de Disciplina,Pode me dar a definição de cdp?,,Ciência de dados preditiva é o significado para cdp,7
227,Significado de Sigla de Disciplina,Me diga o que é CG,,Cg é a abreviação de: computação gráfica,6
228,Significado de Sigla de Disciplina,Poderia explicar o que cg quer dizer?,,Cg é a abreviação para: computação gráfica,7
229,Significado de Sigla de Disciplina,Me diga o que é ETI,,Economia de tecnologia da informação é o significado para eti,6
230,Significado de Sigla de Disciplina,Me diga o que é eti,,Eti significa: economia de tecnologia da informação,6
231,Significado de Sigla de Disciplina,O que é Empreendedorismo,,Empreendedorismo é a abreviação para: empreendedorismo e inovação,4
232,Significado de Sigla de Disciplina,Poderia explicar o que empreendedorismo quer dizer?,,Empreendedorismo significa: empreendedorismo e inovação,7
233,Significado de Sigla de Disciplina,Poderia explicar o que GR quer dizer?,,Gr é a sigla de: gerência de redes,7
234,Significado de Sigla de Disciplina,Pode me dar a definição de gr?,,Gr é uma forma que dão nome para: gerência de redes,7
235,Significado de Sigla de Disciplina,Você pode esclarecer o significado de Gerência para mim?,,Gerência significa: gerência de redes,9
236,Significado de Sigla de Disciplina,Você pode esclarecer o significado de gerência para mim?,,Gerência é uma forma que dão nome para: gerência de redes,9
237,Significado de Sigla de Disciplina,Qual disciplina é: Gerencia?,,Gerencia é a abreviação de: gerência de redes,4
238,Significado de Sigla de Disciplina,Você pode me explicar o que gerencia significa,,Gerencia é: gerência de redes,8
239,Significado de Sigla de Disciplina,Você pode esclarecer o significado de gestão para mim?,,Gestão significa: gestão de projetos,9
240,Significado de Sigla de Disciplina,Você pode esclarecer o significado de gestao para mim?,,Gestao é a abreviação de: gestão de projetos,9
241,Significado de Sigla de Disciplina,O que significa Governança?,,Governança é a abreviação de: governança da internet,4
242,Significado de Sigla de Disciplina,Me diga o que é governança,,Governança significa: governança da internet,6
243,Significado de Sigla de Disciplina,Qual é o significado dessa sigla: Governanca?,,Governanca é: governança da internet,7
244,Significado de Sigla de Disciplina,Você pode me dizer o que governanca significa?,,Governanca é a abreviação de: governança da internet,8
245,Significado de Sigla de Disciplina,Qual é o significado dessa sigla: INFOSOC?,,Infosoc significa: informática e sociedade,7
246,Significado de Sigla de Disciplina,Me diga o que é infosoc,,Infosoc é como chamam: informática e sociedade,6
247,Significado de Sigla de Disciplina,Você pode me dizer o que info-soc significa?,,Info-soc é: informática e sociedade,8
248,Significado de Sigla de Disciplina,Poderia explicar o que IRC quer dizer?,,Irc é a sigla de: interconexão de redes de computadores,7
249,Significado de Sigla de Disciplina,O que é irc,,Irc significa: interconexão de redes de computadores,4
250,Significado de Sigla de Disciplina,Qual é o significado dessa sigla: interface homem maquina?,,Interface humano-computador é o significado para interface homem maquina,9
251,Significado de Sigla de Disciplina,Poderia explicar o que interface quer dizer?,,Interface humano-computador é o significado para interface,7
252,Significado de Sigla de Disciplina,O que significa JoDi?,,Jodi é: jogos digitais,4
253,Significado de Sigla de Disciplina,Me diga o que é jodi,,Jodi é a sigla de: jogos digitais,6
254,Significado de Sigla de Disciplina,Pode me dar a definição de MSN?,,Msn é a abreviação para: métodos e software numéricos,7
255,Significado de Sigla de Disciplina,Qual disciplina é: msn?,,Msn significa: métodos e software numéricos,4
256,Significado de Sigla de Disciplina,Você pode me dizer o que métodos significa?,,Métodos é a abreviação para: métodos e software numéricos,8
257,Significado de Sigla de Disciplina,O que é metodos,,Metodos é uma forma de chamar: métodos e software numéricos,4
258,Significado de Sigla de Disciplina,O que significa Percepção?,,Percepção é a abreviação de: percepção computacional,4
259,Significado de Sigla de Disciplina,O que é percepção,,Percepção significa: percepção computacional,4
260,Significado de Sigla de Disciplina,Qual disciplina é: Percepcao?,,Percepcao é a sigla de: percepção computacional,4
261,Significado de Sigla de Disciplina,Pode me dar a definição de percepcao?,,Percepcao é a abreviação de: percepção computacional,7
262,Significado de Sigla de Disciplina,Você pode me dizer o que Didática significa?,,Didática é a abreviação para: prática de ensino em computação 1,8
263,Significado de Sigla de Disciplina,Qual disciplina é: Práticas?,,Práticas é uma forma de chamar: prática de ensino em computação 1,4
264,Significado de Sigla de Disciplina,Você pode me explicar o que Prática significa,,Prática significa: prática de ensino em computação 1,8
265,Significado de Sigla de Disciplina,Você pode esclarecer o significado de didática para mim?,,Didática é como chamam: prática de ensino em computação 1,9
266,Significado de Sigla de Disciplina,Pode me dar a definição de Didatica?,,Didatica é uma forma que dão nome para: prática de ensino em computação 1,7
267,Significado de Sigla de Disciplina,Você pode esclarecer o significado de didatica para mim?,,Prática de ensino em computação 1 é o significado para didatica,9
268,Significado de Sigla de Disciplina,Poderia explicar o que práticas quer dizer?,,Práticas é a abreviação para: prática de ensino em computação 1,7
269,Significado de Sigla de Disciplina,O que é Praticas,,Praticas é a sigla de: prática de ensino em computação 1,4
270,Significado de Sigla de Disciplina,Pode me dar a definição de praticas?,,Praticas é a abreviação de: prática de ensino em computação 1,7
271,Significado de Sigla de Disciplina,Você pode esclarecer o significado de prática para mim?,,Prática significa: prática de ensino em computação 1,9
272,Significado de Sigla de Disciplina,Você pode me dizer o que Pratica significa?,,Pratica é: prática de ensino em computação 1,8
273,Significado de Sigla de Disciplina,Qual é o significado dessa sigla: pratica?,,Prática de ensino em computação 1 é o significado para pratica,7
274,Significado de Sigla de Disciplina,O que é Didática 2,,Didática 2 é como chamam: prática de ensino em computação 2,5
275,Significado de Sigla de Disciplina,Qual disciplina é: Práticas 2?,,Práticas 2 é uma forma de chamar: prática de ensino em computação 2,5
276,Significado de Sigla de Disciplina,O que é Prática 2,,Prática 2 é a abreviação de: prática de ensino em computação 2,5
277,Significado de Sigla de Disciplina,Você pode me explicar o que didática 2 significa,,Didática 2 é como chamam: prática de ensino em computação 2,9
278,Significado de Sigla de Disciplina,Poderia explicar o que Didatica 2 quer dizer?,,Didatica 2 é: prática de ensino em computação 2,8
279,Significado de Sigla de Disciplina,Qual disciplina é: didatica 2?,,Didatica 2 é uma forma de chamar: prática de ensino em computação 2,5
280,Significado de Sigla de Disciplina,Você pode me explicar o que práticas 2 significa,,Práticas 2 é uma forma que dão nome para: prática de ensino em computação 2,9
281,Significado de Sigla de Disciplina,Você pode esclarecer o significado de Praticas 2 para mim?,,Praticas 2 significa: prática de ensino em computação 2,10
282,Significado de Sigla de Disciplina,Qual disciplina é: praticas 2?,,Praticas 2 é a abreviação de: prática de ensino em computação 2,5
